Name,street_address,Rating,Num_Reviews,Url
Honest Chops Butchery,319 E 9th St,4.5,101,https://www.yelp.com/biz/honest-chops-butchery-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Green Zenphony,95-26 Queens Blvd,4.5,204,https://www.yelp.com/biz/green-zenphony-rego-park-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Botte Bar,25-07 Broadway,4.5,95,https://www.yelp.com/biz/botte-bar-astoria-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
The Factory 380,380 3rd Ave,4.5,72,https://www.yelp.com/biz/the-factory-380-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Silver Rice,638 Park Pl,4.5,271,https://www.yelp.com/biz/silver-rice-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Zyara NY,57 Clinton St,4.5,181,https://www.yelp.com/biz/zyara-ny-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Kimbap Lab,238 Bedford Ave,5.0,36,https://www.yelp.com/biz/kimbap-lab-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Barboncino Pizza & Bar,781 Franklin Ave,4.0,960,https://www.yelp.com/biz/barboncino-pizza-and-bar-brooklyn-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Smith Gourmet Deli,126 Smith St,5.0,32,https://www.yelp.com/biz/smith-gourmet-deli-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Snack Stop,316 Broad Ave,5.0,34,https://www.yelp.com/biz/snack-stop-leonia?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Silver Light Tavern,689 Lorimer St,4.5,59,https://www.yelp.com/biz/silver-light-tavern-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
St Tropez West Village,304 W 4th St,4.5,159,https://www.yelp.com/biz/st-tropez-west-village-new-york-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
SUROSS Thai Bistro,4131 Broadway,4.5,178,https://www.yelp.com/biz/suross-thai-bistro-new-york-4?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
L & B Spumoni Gardens,2725 86th St,4.0,3810,https://www.yelp.com/biz/l-and-b-spumoni-gardens-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Hortus NYC,271 5th Ave,4.5,190,https://www.yelp.com/biz/hortus-nyc-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Piz-zetta,90 Livingston St,4.5,287,https://www.yelp.com/biz/piz-zetta-brooklyn-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Lechonera La Isla,254 E 125th St,4.5,78,https://www.yelp.com/biz/lechonera-la-isla-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Boilery - East Village,58 3rd Ave,4.5,118,https://www.yelp.com/biz/boilery-east-village-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Ramen Hood,62 Spring St,4.5,164,https://www.yelp.com/biz/ramen-hood-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Sam's Falafel Stand,Cedar St And Broadway,4.5,195,https://www.yelp.com/biz/sams-falafel-stand-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
The Burp Kitchen,7000 Kennedy Blvd E,4.5,84,https://www.yelp.com/biz/the-burp-kitchen-guttenberg?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Rawsome Treats,158 Orchard St,4.5,96,https://www.yelp.com/biz/rawsome-treats-new-york-12?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Snapdragon Coffee & Social,190 Monticello Ave,4.5,62,https://www.yelp.com/biz/snapdragon-coffee-and-social-jersey-city?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Pelicana Chicken,417 E Brinkerhoff Ave,4.5,451,https://www.yelp.com/biz/pelicana-chicken-palisades-park?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Margherita Pizza,163-04 Jamaica Ave,4.5,285,https://www.yelp.com/biz/margherita-pizza-jamaica?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Giano Restaurant,126 E 7th St,4.5,593,https://www.yelp.com/biz/giano-restaurant-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
L'Antagoniste,238 Malcolm X Blvd,4.5,271,https://www.yelp.com/biz/l-antagoniste-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Boran,462 Court St,4.5,165,https://www.yelp.com/biz/boran-brooklyn-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
1803,82 Reade St,4.5,396,https://www.yelp.com/biz/1803-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Kona Coffee and Company,57 2nd Ave,4.5,119,https://www.yelp.com/biz/kona-coffee-and-company-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Jora Restaurant & Bar,47-46 11th St,4.5,625,https://www.yelp.com/biz/jora-restaurant-and-bar-long-island-city?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Hank's Juicy Beef,84 Chambers St,4.5,251,https://www.yelp.com/biz/hanks-juicy-beef-new-york-4?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Nostro Ristorante,710 5th Ave,4.5,251,https://www.yelp.com/biz/nostro-ristorante-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Banh Mi Saigon,198 Grand St,4.0,1464,https://www.yelp.com/biz/banh-mi-saigon-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Jajaja Plantas Mexicana,63 Carmine St,4.5,209,https://www.yelp.com/biz/jajaja-plantas-mexicana-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
ZuriLee Restaurant,755 Flatbush Ave,4.5,269,https://www.yelp.com/biz/zurilee-restaurant-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Bombay Grill,1176 Bedford Ave,4.5,193,https://www.yelp.com/biz/bombay-grill-brooklyn-5?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Benjamin Steakhouse,52 E 41st St,4.0,1198,https://www.yelp.com/biz/benjamin-steakhouse-new-york-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Sugarburg,519 Metropolitan Ave,4.5,321,https://www.yelp.com/biz/sugarburg-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Rhythm & Beets Juice Café,100-04 101st Ave,4.5,65,https://www.yelp.com/biz/rhythm-and-beets-juice-caf%C3%A9-ozone-park?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Pitchounette81,245 East 81st St,4.5,100,https://www.yelp.com/biz/pitchounette81-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
The NoMad Restaurant,1170 Broadway,4.0,1473,https://www.yelp.com/biz/the-nomad-restaurant-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Pye Boat Noodle,35-13 Broadway,4.0,818,https://www.yelp.com/biz/pye-boat-noodle-astoria?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Arepas Cafe,3307 36th Ave,4.0,908,https://www.yelp.com/biz/arepas-cafe-astoria-4?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Rangoli Exquisite Indian Cuisine,1393 A 2nd Ave,4.5,418,https://www.yelp.com/biz/rangoli-exquisite-indian-cuisine-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
ERT - El Rico Tinto Restaurant,73-18 Northern Blvd,5.0,43,https://www.yelp.com/biz/ert-el-rico-tinto-restaurant-jackson-heights?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Café Beit,158 Bedford Ave,4.5,88,https://www.yelp.com/biz/caf%C3%A9-beit-brooklyn-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Her Name Is Han,17 E 31st St,4.0,1209,https://www.yelp.com/biz/her-name-is-han-new-york-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Tuome,536 E 5th St,4.5,500,https://www.yelp.com/biz/tuome-new-york-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Oiji,119 1st Ave,4.5,506,https://www.yelp.com/biz/oiji-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Vite Vinosteria,31-05 34th St,4.5,575,https://www.yelp.com/biz/vite-vinosteria-astoria?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Fedoroff's Roast Pork,178 N 10th St,4.5,232,https://www.yelp.com/biz/fedoroffs-roast-pork-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
The Greeks,461 Elm St,4.5,86,https://www.yelp.com/biz/the-greeks-kearny?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
MAKIINNY,32 E7th St,5.0,48,https://www.yelp.com/biz/makiinny-new-york-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Cafe Triskell,33-04 36th Ave,4.5,437,https://www.yelp.com/biz/cafe-triskell-astoria?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
South Brooklyn Foundry,6909 3rd Ave,4.5,269,https://www.yelp.com/biz/south-brooklyn-foundry-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
ROKC,3452 Broadway,4.5,410,https://www.yelp.com/biz/rokc-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Bolivian Llama Party,1000 S 8th Ave,4.5,351,https://www.yelp.com/biz/bolivian-llama-party-new-york-7?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Wabi Sabi,407 Broad St,4.5,226,https://www.yelp.com/biz/wabi-sabi-bloomfield?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Calle Dao - Bryant Park,38 W 39th St,4.0,1754,https://www.yelp.com/biz/calle-dao-bryant-park-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Java Day Cafe,16009 Northern Blvd,4.5,313,https://www.yelp.com/biz/java-day-cafe-flushing?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Forlini's Restaurant,93 Baxter St,4.5,446,https://www.yelp.com/biz/forlinis-restaurant-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Ahimsa Garden,265 E 10th St,4.5,123,https://www.yelp.com/biz/ahimsa-garden-new-york-4?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Razzoli's Little Italy,599 Ridge Rd,5.0,46,https://www.yelp.com/biz/razzolis-little-italy-north-arlington-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Dunhuang Lanzhou Beef Noodle,136-93 37th Ave,4.5,310,https://www.yelp.com/biz/dunhuang-lanzhou-beef-noodle-flushing?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Don Chingon,216 Flatbush Ave,4.5,350,https://www.yelp.com/biz/don-chingon-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Luigi's Pizza,686 5th Ave,4.5,334,https://www.yelp.com/biz/luigis-pizza-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Indian Accent,123 W 56th St,4.5,571,https://www.yelp.com/biz/indian-accent-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Mom's Kitchen & Bar,701 9th Ave,4.5,729,https://www.yelp.com/biz/moms-kitchen-and-bar-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Brothers Taverna,23-01 Steinway St,4.5,172,https://www.yelp.com/biz/brothers-taverna-astoria-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Cafe Patoro,223 Front St,4.5,172,https://www.yelp.com/biz/cafe-patoro-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Lioni Italian Heroes,7803 15th Ave,4.5,367,https://www.yelp.com/biz/lioni-italian-heroes-brooklyn-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Handsome Rice,133 E 31st St,4.5,99,https://www.yelp.com/biz/handsome-rice-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Pelicana Chicken - Flushing,41-23 162nd St,4.5,844,https://www.yelp.com/biz/pelicana-chicken-flushing-flushing?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Taboonette,30 E 13th St,4.5,857,https://www.yelp.com/biz/taboonette-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Modern Love Brooklyn,317 Union Ave,4.5,503,https://www.yelp.com/biz/modern-love-brooklyn-brooklyn-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Hao Noodle Chelsea,343 W 14th St,4.5,400,https://www.yelp.com/biz/hao-noodle-chelsea-new-york-7?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Taci's Beyti,1953 Coney Island Ave,4.5,725,https://www.yelp.com/biz/tacis-beyti-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Murasaki,4644 Vernon Blvd,4.5,208,https://www.yelp.com/biz/murasaki-long-island-city?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Kitchen 79,37-70 79th St,4.5,620,https://www.yelp.com/biz/kitchen-79-jackson-heights?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Kame Ramen,330 8th Ave,4.5,392,https://www.yelp.com/biz/kame-ramen-new-york-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Scalini Fedeli,165 Duane St,4.5,309,https://www.yelp.com/biz/scalini-fedeli-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Holy Pita,10 Clermont Ave,5.0,28,https://www.yelp.com/biz/holy-pita-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Rumba Cubana,235 Pavonia Ave,4.5,284,https://www.yelp.com/biz/rumba-cubana-jersey-city?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
The Chick Shop,805 3rd Ave,4.5,66,https://www.yelp.com/biz/the-chick-shop-new-york-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
The Lobster Place,75 9th Ave,4.0,1319,https://www.yelp.com/biz/the-lobster-place-new-york-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Prince Tea House,31-47 Steinway St,4.5,342,https://www.yelp.com/biz/prince-tea-house-astoria-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Mazzat,208 Columbia St,4.5,186,https://www.yelp.com/biz/mazzat-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Lilly's Craft and Kitchen,675 9th Ave,4.0,1011,https://www.yelp.com/biz/lillys-craft-and-kitchen-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Falafel Tanami,1305 E 17th St,5.0,40,https://www.yelp.com/biz/falafel-tanami-brooklyn-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Cafe Belle,280 Mulberry St,4.5,61,https://www.yelp.com/biz/cafe-belle-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Skewr Kabob Kitchen,34 East 23rd St,4.5,129,https://www.yelp.com/biz/skewr-kabob-kitchen-new-york-4?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Laly's Restaurant,75-19 Roosevelt Ave,4.5,150,https://www.yelp.com/biz/lalys-restaurant-jackson-heights?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Cuisine By Claudette,143 Beach 116th St,4.5,143,https://www.yelp.com/biz/cuisine-by-claudette-rockaway-park?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Ammazzacaffè,702 Grand St,4.5,172,https://www.yelp.com/biz/ammazzacaff%C3%A8-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Kyo Ya,94 E 7th St,4.5,453,https://www.yelp.com/biz/kyo-ya-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
Sushi by Bou Flatiron,49 W 20th St,4.5,265,https://www.yelp.com/biz/sushi-by-bou-flatiron-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
