PARID,BOROCODE,Postcode,Borough,Latitude,Longitude,NTA,Street_Address
1004911558,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911559,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911560,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911561,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911562,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911563,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911564,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911565,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911566,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911567,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911568,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911569,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911570,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911571,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911572,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911573,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911574,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911575,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911576,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911577,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911578,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911579,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911580,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911581,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911582,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911583,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911584,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911585,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911586,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911587,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911588,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911589,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911590,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004911591,1,10013,MANHATTAN,40.725615999999995,-74.005253,SoHo-TriBeCa-Civic Center-Little Italy,246 SPRING STREET
1004920025,1,10012,MANHATTAN,40.721891,-73.993445,SoHo-TriBeCa-Civic Center-Little Italy,218 BOWERY
1004960001,1,10012,MANHATTAN,40.722954,-73.99772,SoHo-TriBeCa-Civic Center-Little Italy,79 CROSBY STREET
1005130035,1,10012,MANHATTAN,40.724697,-73.998694,SoHo-TriBeCa-Civic Center-Little Italy,93 PRINCE STREET
1005300036,1,10012,MANHATTAN,40.726022,-73.99194,West Village,338 BOWERY
1005320008,1,10012,MANHATTAN,40.728281,-73.995501,West Village,246 MERCER STREET
1005330001,1,10012,MANHATTAN,40.729113,-73.997507,West Village,1 WASHINGTON SQ VLLGE
1005400014,1,10012,MANHATTAN,40.730236,-74.000274,West Village,130 MAC DOUGAL STREET
1005460001,1,10003,MANHATTAN,40.729744000000004,-73.996399,West Village,79 WASHINGTON SQUARE E
1005460015,1,10003,MANHATTAN,40.729651000000004,-73.995068,West Village,14 WASHINGTON PLACE
1005480004,1,10003,MANHATTAN,40.730925,-73.995364,West Village,5 UNIVERSITY PLACE
1005500013,1,10003,MANHATTAN,40.731913,-73.996587,West Village,1 1/2 5 AVENUE
1005500024,1,10003,MANHATTAN,40.732083,-73.99596600000001,West Village,6 EAST 8 STREET
1005500027,1,10003,MANHATTAN,40.731984000000004,-73.99573199999999,West Village,12 EAST 8 STREET
1005500029,1,10003,MANHATTAN,40.731918,-73.995576,West Village,16 EAST 8 STREET
1005500030,1,10003,MANHATTAN,40.731885,-73.995497,West Village,18 EAST 8 STREET
1005500032,1,10003,MANHATTAN,40.731819,-73.99534200000001,West Village,22 EAST 8 STREET
1005520024,1,10011,MANHATTAN,40.731408,-73.999307,West Village,35 WASHINGTON SQUARE W
1005520026,1,10011,MANHATTAN,40.73127,-73.999423,West Village,37 WASHINGTON SQUARE W
1005520060,1,10011,MANHATTAN,40.731821999999994,-73.99895699999999,West Village,29 WASHINGTON SQUARE W
1005531202,1,10011,MANHATTAN,40.73236,-73.998889,West Village,103 WAVERLY PLACE
1005560016,1,10003,MANHATTAN,40.73183,-73.989836,East Village,112 EAST 11 STREET
1005560048,1,10003,MANHATTAN,40.732490999999996,-73.989428,East Village,120 EAST 12 STREET
1005580037,1,10003,MANHATTAN,40.732475,-73.989345,East Village,131 EAST 12 STREET
1005590012,1,10003,MANHATTAN,40.734122,-73.98917900000001,East Village,106 EAST 14 STREET
1005590022,1,10003,MANHATTAN,40.733801,-73.988407,East Village,126 EAST 14 STREET
1005620030,1,10003,MANHATTAN,40.731846999999995,-73.99144100000001,West Village,787 BROADWAY
1005640045,1,10003,MANHATTAN,40.733233,-73.989944,West Village,132 4 AVENUE
1005680001,1,10003,MANHATTAN,40.733521,-73.995414,West Village,35 5 AVENUE
1005710001,1,10003,MANHATTAN,40.735879,-73.993335,West Village,2 EAST 14 STREET
1005720045,1,10011,MANHATTAN,40.732396,-73.99667,West Village,3 WEST 8 STREET
1005750064,1,10011,MANHATTAN,40.734495,-73.996128,West Village,27 WEST 11 STREET
1005760014,1,10011,MANHATTAN,40.736024,-73.995829,West Village,54 WEST 13 STREET
1005770015,1,10011,MANHATTAN,40.736655999999996,-73.995186,West Village,48 WEST 14 STREET
1005800015,1,10014,MANHATTAN,40.727222,-74.00631,SoHo-TriBeCa-Civic Center-Little Italy,66 CHARLTON STREET
1005800063,1,10014,MANHATTAN,40.727581,-74.005488,SoHo-TriBeCa-Civic Center-Little Italy,181 VARICK STREET
1005940115,1,10013,MANHATTAN,40.724145,-74.008522,SoHo-TriBeCa-Civic Center-Little Italy,503 CANAL STREET
1005970005,1,10013,MANHATTAN,40.726365,-74.009023,SoHo-TriBeCa-Civic Center-Little Italy,523 GREENWICH STREET
1006030046,1,10014,MANHATTAN,40.731177,-74.007988,West Village,636 GREENWICH STREET
1006040001,1,10014,MANHATTAN,40.732077000000004,-74.010374,West Village,384 WEST STREET
1006080029,1,10011,MANHATTAN,40.736979999999996,-73.998098,West Village,116 WEST 13 STREET
1006230051,1,10014,MANHATTAN,40.736067999999996,-74.00439899999999,West Village,273 WEST 11 STREET
1006250054,1,10014,MANHATTAN,40.737814,-74.004518,West Village,30 8 AVENUE
1006250055,1,10014,MANHATTAN,40.737858,-74.004467,West Village,32 8 AVENUE
1006280004,1,10014,MANHATTAN,40.739919,-74.006106,West Village,10 9 AVENUE
1006360041,1,10014,MANHATTAN,40.733252,-74.010262,West Village,396 WEST STREET
1006420001,1,10014,MANHATTAN,40.738153999999994,-74.009025,West Village,113 JANE STREET
1006450011,1,10014,MANHATTAN,40.740624,-74.007719,West Village,848 WASHINGTON STREET
1006461102,1,10014,MANHATTAN,40.740369,-74.005799,West Village,29 9 AVENUE
1006540031,1,10014,MANHATTAN,40.742172,-74.008282,West Village,500 WEST 14 STREET
1006950001,1,10011,MANHATTAN,40.748988,-74.00694,Hudson Yards-Chelsea-Flatiron-Union Square,182 11 AVENUE
1006980047,1,10001,MANHATTAN,40.750662,-74.00343199999999,Hudson Yards-Chelsea-Flatiron-Union Square,518 WEST 27 STREET
1007021404,1,10001,,,,,34 HUDSON YARDS
1007090052,1,10018,MANHATTAN,40.757615,-73.998509,Hudson Yards-Chelsea-Flatiron-Union Square,522 WEST 38 STREET
1007181102,1,10011,MANHATTAN,40.746216,-74.005229,Hudson Yards-Chelsea-Flatiron-Union Square,180 10 AVENUE
1007181103,1,10011,MANHATTAN,40.746216,-74.005229,Hudson Yards-Chelsea-Flatiron-Union Square,180 10 AVENUE
1007280042,1,10001,MANHATTAN,40.751672,-73.998141,Hudson Yards-Chelsea-Flatiron-Union Square,406 WEST 31 STREET
1007290061,1,10001,MANHATTAN,40.753281,-73.998145,Hudson Yards-Chelsea-Flatiron-Union Square,440 WEST 33 STREET
1007320001,1,10001,MANHATTAN,40.754351,-73.99858499999999,Hudson Yards-Chelsea-Flatiron-Union Square,461 WEST 34 STREET
1007320070,1,10001,MANHATTAN,40.755062,-73.998787,Hudson Yards-Chelsea-Flatiron-Union Square,444 10 AVENUE
1007330060,1,10018,MANHATTAN,40.755438,-73.997217,Hudson Yards-Chelsea-Flatiron-Union Square,442 WEST 36 STREET
1007340007,1,10018,MANHATTAN,40.755615999999996,-73.997592,Hudson Yards-Chelsea-Flatiron-Union Square,449 WEST 36 STREET
1007361002,1,10018,MANHATTAN,40.75613,-73.99431899999999,Clinton,511 9 AVENUE
1007380025,1,10014,MANHATTAN,40.740185,-74.003529,Hudson Yards-Chelsea-Flatiron-Union Square,317 WEST 14 STREET
1007380028,1,10014,MANHATTAN,40.740133,-74.003403,Hudson Yards-Chelsea-Flatiron-Union Square,309 WEST 14 STREET
1007400001,1,10011,MANHATTAN,40.741802,-74.003244,Hudson Yards-Chelsea-Flatiron-Union Square,363 WEST 16 STREET
1007401001,1,10011,MANHATTAN,40.742233,-74.002494,Hudson Yards-Chelsea-Flatiron-Union Square,346 WEST 17 STREET
1007431003,1,10011,MANHATTAN,40.743596999999994,-74.000281,Hudson Yards-Chelsea-Flatiron-Union Square,300 WEST 20 STREET
1007450040,1,10011,MANHATTAN,40.744443,-73.999116,Hudson Yards-Chelsea-Flatiron-Union Square,231 8 AVENUE
1007450048,1,10011,MANHATTAN,40.744956,-73.999769,Hudson Yards-Chelsea-Flatiron-Union Square,318 WEST 22 STREET
1007530033,1,10001,MANHATTAN,40.749272999999995,-73.99625,Hudson Yards-Chelsea-Flatiron-Union Square,305 WEST 29 STREET
1007540018,1,10001,MANHATTAN,40.750215000000004,-73.996521,Hudson Yards-Chelsea-Flatiron-Union Square,341 WEST 30 STREET
1007540036,1,10001,MANHATTAN,40.749767,-73.99524,Hudson Yards-Chelsea-Flatiron-Union Square,403 8 AVENUE
1007570017,1,10001,MANHATTAN,40.751915999999994,-73.994857,Hudson Yards-Chelsea-Flatiron-Union Square,325 WEST 33 STREET
1007580037,1,10001,MANHATTAN,40.752295000000004,-73.993402,Hudson Yards-Chelsea-Flatiron-Union Square,481 8 AVENUE
1007590014,1,10001,MANHATTAN,40.75342,-73.994294,Hudson Yards-Chelsea-Flatiron-Union Square,345 WEST 35 STREET
1007590026,1,10001,MANHATTAN,40.753248,-73.993886,Hudson Yards-Chelsea-Flatiron-Union Square,325 WEST 35 STREET
1007590055,1,10018,MANHATTAN,40.753824,-73.993362,Hudson Yards-Chelsea-Flatiron-Union Square,320 WEST 36 STREET
1007590059,1,10018,MANHATTAN,40.753909,-73.993564,Hudson Yards-Chelsea-Flatiron-Union Square,330 WEST 36 STREET
1007590061,1,10018,MANHATTAN,40.75398,-73.993723,Hudson Yards-Chelsea-Flatiron-Union Square,338 WEST 36 STREET
1007600018,1,10018,MANHATTAN,40.754011,-73.993756,Hudson Yards-Chelsea-Flatiron-Union Square,341 WEST 36 STREET
1007600020,1,10018,MANHATTAN,40.753978000000004,-73.993673,Hudson Yards-Chelsea-Flatiron-Union Square,337 WEST 36 STREET
1007600039,1,10018,MANHATTAN,40.753626000000004,-73.99243100000001,Hudson Yards-Chelsea-Flatiron-Union Square,523 8 AVENUE
1007600051,1,10018,MANHATTAN,40.754366999999995,-73.992752,Hudson Yards-Chelsea-Flatiron-Union Square,312 WEST 37 STREET
1007600058,1,10018,MANHATTAN,40.754488,-73.993037,Hudson Yards-Chelsea-Flatiron-Union Square,326 WEST 37 STREET
1007610028,1,10018,MANHATTAN,40.754332,-73.992622,Hudson Yards-Chelsea-Flatiron-Union Square,307 WEST 37 STREET
1007620006,1,10018,MANHATTAN,40.755325,-73.993066,Clinton,351 WEST 38 STREET
1007620016,1,10018,MANHATTAN,40.755169,-73.99270200000001,Clinton,333 WEST 38 STREET
1007620038,1,10018,MANHATTAN,40.755097,-73.991363,Clinton,585 8 AVENUE
1007620061,1,10018,MANHATTAN,40.755827000000004,-73.99238000000001,Clinton,338 WEST 39 STREET
1007620067,1,10018,MANHATTAN,40.755932,-73.992626,Clinton,350 WEST 39 STREET
1007630012,1,10018,MANHATTAN,40.755877000000005,-73.992453,Clinton,343 WEST 39 STREET
1007630013,1,10018,MANHATTAN,40.75586,-73.992413,Clinton,341 WEST 39 STREET
1007630014,1,10018,MANHATTAN,40.755825,-73.99233000000001,Clinton,337 WEST 39 STREET
1007630028,1,10018,MANHATTAN,40.755602,-73.991803,Clinton,311 WEST 39 STREET
1007630032,1,10018,MANHATTAN,40.755553000000006,-73.99168,Clinton,305 WEST 39 STREET
1007630047,1,10018,MANHATTAN,40.756209000000005,-73.991359,Clinton,310 WEST 40 STREET
1007630054,1,10018,MANHATTAN,40.756343,-73.99168399999999,Clinton,326 WEST 40 STREET
1007630056,1,10018,MANHATTAN,40.756378999999995,-73.99176700000001,Clinton,330 WEST 40 STREET
1007630060,1,10018,MANHATTAN,40.756412,-73.991846,Clinton,334 WEST 40 STREET
1007630065,1,10018,MANHATTAN,40.756481,-73.992009,Clinton,342 WEST 40 STREET
1007630067,1,10018,MANHATTAN,40.756516,-73.992088,Clinton,346 WEST 40 STREET
1007700008,1,10011,MANHATTAN,40.742834,-73.998427,Hudson Yards-Chelsea-Flatiron-Union Square,245 WEST 20 STREET
1007720047,1,10011,MANHATTAN,40.744305,-73.996157,Hudson Yards-Chelsea-Flatiron-Union Square,204 WEST 23 STREET
1007720064,1,10011,MANHATTAN,40.744407,-73.996402,Hudson Yards-Chelsea-Flatiron-Union Square,216 WEST 23 STREET
1007760033,1,10001,MANHATTAN,40.746896,-73.994489,Midtown-Midtown South,210 WEST 27 STREET
1007760047,1,10001,MANHATTAN,40.747124,-73.995023,Midtown-Midtown South,220 WEST 27 STREET
1007760055,1,10001,MANHATTAN,40.747195,-73.995193,Midtown-Midtown South,230 WEST 27 STREET
1007780057,1,10001,MANHATTAN,40.748301,-73.993987,Midtown-Midtown South,232 WEST 29 STREET
1007780075,1,10001,MANHATTAN,40.748765,-73.995947,Midtown-Midtown South,370 8 AVENUE
1007840054,1,10001,MANHATTAN,40.751985,-73.99093,Midtown-Midtown South,218 WEST 35 STREET
1007850023,1,10001,MANHATTAN,40.752119,-73.99120400000001,Midtown-Midtown South,233 WEST 35 STREET
1007880009,1,10018,MANHATTAN,40.754315000000005,-73.99067,Midtown-Midtown South,273 WEST 38 STREET
1007890069,1,10018,MANHATTAN,40.755369,-73.989374,Midtown-Midtown South,252 WEST 40 STREET
1007890078,1,10018,MANHATTAN,40.755852000000004,-73.990785,Midtown-Midtown South,618 8 AVENUE
1007990024,1,10011,MANHATTAN,40.74335,-73.993833,Hudson Yards-Chelsea-Flatiron-Union Square,131 WEST 23 STREET
1007990046,1,10011,MANHATTAN,40.743808,-73.992912,Hudson Yards-Chelsea-Flatiron-Union Square,108 WEST 24 STREET
1007990063,1,10011,MANHATTAN,40.74408,-73.993558,Hudson Yards-Chelsea-Flatiron-Union Square,140 WEST 24 STREET
1008000049,1,10001,MANHATTAN,40.744461,-73.992544,Hudson Yards-Chelsea-Flatiron-Union Square,112 WEST 25 STREET
1008000050,1,10011,MANHATTAN,40.743858,-73.99298399999999,Hudson Yards-Chelsea-Flatiron-Union Square,113 WEST 24 STREET
1008000071,1,10001,MANHATTAN,40.744871,-73.993515,Hudson Yards-Chelsea-Flatiron-Union Square,160 WEST 25 STREET
1008010071,1,10001,MANHATTAN,40.745422,-73.99290500000001,Hudson Yards-Chelsea-Flatiron-Union Square,152 WEST 26 STREET
1008011204,1,10001,MANHATTAN,40.744596,-73.992818,Hudson Yards-Chelsea-Flatiron-Union Square,127 WEST 25 STREET
1008020026,1,10001,MANHATTAN,40.745175,-73.992277,Midtown-Midtown South,121 WEST 26 STREET
1008020061,1,10001,MANHATTAN,40.745867,-73.99205,Midtown-Midtown South,132 WEST 27 STREET
1008020078,1,10001,MANHATTAN,40.746468,-73.993912,Midtown-Midtown South,297 7 AVENUE
1008030049,1,10001,MANHATTAN,40.74635,-73.991274,Midtown-Midtown South,116 WEST 28 STREET
1008030058,1,10001,MANHATTAN,40.746484,-73.991598,Midtown-Midtown South,132 WEST 28 STREET
1008030062,1,10001,MANHATTAN,40.746553000000006,-73.991761,Midtown-Midtown South,140 WEST 28 STREET
1008040020,1,10001,MANHATTAN,40.746449,-73.991465,Midtown-Midtown South,127 WEST 28 STREET
1008040022,1,10001,MANHATTAN,40.746413000000004,-73.991382,Midtown-Midtown South,123 WEST 28 STREET
1008040024,1,10001,MANHATTAN,40.746396000000004,-73.991342,Midtown-Midtown South,121 WEST 28 STREET
1008040032,1,10001,MANHATTAN,40.746259,-73.991017,Midtown-Midtown South,105 WEST 28 STREET
1008040034,1,10001,MANHATTAN,40.746237,-73.990736,Midtown-Midtown South,815 AVENUE OF THE AMER
1008040054,1,10001,MANHATTAN,40.747036,-73.990988,Midtown-Midtown South,124 WEST 29 STREET
1008051103,1,10001,MANHATTAN,40.746805,-73.989974,Midtown-Midtown South,835 AVENUE OF THE AMER
1008060013,1,10001,MANHATTAN,40.747752,-73.990728,Midtown-Midtown South,135 WEST 30 STREET
1008060052,1,10001,MANHATTAN,40.748208,-73.98992,Midtown-Midtown South,116 WEST 31 STREET
1008060076,1,10001,MANHATTAN,40.748806,-73.992204,Midtown-Midtown South,371 7 AVENUE
1008081001,1,10001,MANHATTAN,40.749794,-73.991486,Midtown-Midtown South,401 7 AVENUE
1008121001,1,10018,MANHATTAN,40.752465,-73.989544,Midtown-Midtown South,485 7 AVENUE
1008141001,1,10018,MANHATTAN,40.753029999999995,-73.985732,Midtown-Midtown South,100 WEST 39 STREET
1008150020,1,10018,MANHATTAN,40.753313,-73.98635999999999,Midtown-Midtown South,117 WEST 39 STREET
1008180076,1,10011,MANHATTAN,40.738566,-73.99379300000001,Hudson Yards-Chelsea-Flatiron-Union Square,48 WEST 17 STREET
1008260017,1,10010,MANHATTAN,40.742823,-73.990538,Hudson Yards-Chelsea-Flatiron-Union Square,37 WEST 24 STREET
1008260024,1,10010,MANHATTAN,40.742696,-73.99024200000001,Hudson Yards-Chelsea-Flatiron-Union Square,25 WEST 24 STREET
1008260055,1,10010,MANHATTAN,40.743333,-73.989885,Hudson Yards-Chelsea-Flatiron-Union Square,18 WEST 25 STREET
1008280025,1,10001,MANHATTAN,40.74391,-73.98899999999999,Hudson Yards-Chelsea-Flatiron-Union Square,1141 BROADWAY
1008280053,1,10001,MANHATTAN,40.74431,-73.988924,Hudson Yards-Chelsea-Flatiron-Union Square,1155 BROADWAY
1008290014,1,10001,MANHATTAN,40.744821,-73.989527,Hudson Yards-Chelsea-Flatiron-Union Square,39 WEST 27 STREET
1008290050,1,10001,MANHATTAN,40.744821,-73.988805,Hudson Yards-Chelsea-Flatiron-Union Square,1164 BROADWAY
1008300017,1,10001,MANHATTAN,40.745474,-73.989148,Midtown-Midtown South,29 WEST 28 STREET
1008300024,1,10001,MANHATTAN,40.7454,-73.98871899999999,Midtown-Midtown South,1185 BROADWAY
1008300037,1,10001,MANHATTAN,40.744821,-73.987207,Midtown-Midtown South,250 5 AVENUE
1008300054,1,10001,MANHATTAN,40.745608000000004,-73.988661,Midtown-Midtown South,1186 BROADWAY
1008300067,1,10001,MANHATTAN,40.746149,-73.988877,Midtown-Midtown South,32 WEST 29 STREET
1008300073,1,10001,MANHATTAN,40.746223,-73.98905400000001,Midtown-Midtown South,44 WEST 29 STREET
1008310068,1,10001,MANHATTAN,40.746635,-73.988491,Midtown-Midtown South,1227 BROADWAY
1008320044,1,10001,MANHATTAN,40.746286,-73.986142,Midtown-Midtown South,292 5 AVENUE
1008320049,1,10001,MANHATTAN,40.746712,-73.98638299999999,Midtown-Midtown South,4 WEST 31 STREET
1008320062,1,10001,MANHATTAN,40.747122999999995,-73.98736099999999,Midtown-Midtown South,30 WEST 31 STREET
1008320066,1,10001,MANHATTAN,40.747074,-73.988386,Midtown-Midtown South,1226 BROADWAY
1008330028,1,10001,MANHATTAN,40.746956,-73.986917,Midtown-Midtown South,19 WEST 31 STREET
1008330049,1,10001,MANHATTAN,40.747381,-73.986051,Midtown-Midtown South,6 WEST 32 STREET
1008340011,1,10001,MANHATTAN,40.7484,-73.98814399999999,Midtown-Midtown South,1260 BROADWAY
1008340016,1,10001,MANHATTAN,40.747686,-73.98673000000001,Midtown-Midtown South,43 WEST 32 STREET
1008340029,1,10001,MANHATTAN,40.747465999999996,-73.98621,Midtown-Midtown South,17 WEST 32 STREET
1008360065,1,10001,MANHATTAN,40.749717,-73.985567,Midtown-Midtown South,40 WEST 35 STREET
1008361104,1,10001,MANHATTAN,40.750316,-73.987379,Midtown-Midtown South,1328 BROADWAY
1008370001,1,10001,MANHATTAN,40.750485999999995,-73.987256,Midtown-Midtown South,960 AVENUE OF THE AMER
1008370006,1,10001,MANHATTAN,40.749986,-73.986159,Midtown-Midtown South,63 WEST 35 STREET
1008370009,1,10001,MANHATTAN,40.74992,-73.98600400000001,Midtown-Midtown South,57 WEST 35 STREET
1008370015,1,10001,MANHATTAN,40.749765999999994,-73.985636,Midtown-Midtown South,43 WEST 35 STREET
1008370067,1,10018,MANHATTAN,40.750494,-73.985473,Midtown-Midtown South,38 WEST 36 STREET
1008370072,1,10018,MANHATTAN,40.750571,-73.985661,Midtown-Midtown South,48 WEST 36 STREET
1008370074,1,10018,MANHATTAN,40.750603999999996,-73.985736,Midtown-Midtown South,52 WEST 36 STREET
1008370078,1,10018,MANHATTAN,40.750667,-73.985884,Midtown-Midtown South,60 WEST 36 STREET
1008380054,1,10018,MANHATTAN,40.750559,-73.983708,Midtown-Midtown South,4 WEST 37 STREET
1008381004,1,10018,MANHATTAN,40.750038,-73.983409,Midtown-Midtown South,400 5 AVENUE
1008381005,1,10018,MANHATTAN,40.750038,-73.983409,Midtown-Midtown South,400 5 AVENUE
1008381202,1,10018,MANHATTAN,40.751114,-73.985025,Midtown-Midtown South,60 WEST 37 STREET
1008390021,1,10018,MANHATTAN,40.750864,-73.98439,Midtown-Midtown South,33 WEST 37 STREET
1008390024,1,10018,MANHATTAN,40.750826,-73.984296,Midtown-Midtown South,29 WEST 37 STREET
1008390027,1,10018,MANHATTAN,40.750746,-73.984112,Midtown-Midtown South,21 WEST 37 STREET
1008390033,1,10018,MANHATTAN,40.75065,-73.98388100000001,Midtown-Midtown South,11 WEST 37 STREET
1008390067,1,10018,MANHATTAN,40.751473,-73.983964,Midtown-Midtown South,34 WEST 38 STREET
1008400001,1,10018,MANHATTAN,40.752404,-73.985866,Midtown-Midtown South,1020 AVENUE OF THE AMER
1008400006,1,10018,MANHATTAN,40.751773,-73.984628,Midtown-Midtown South,63 WEST 38 STREET
1008400016,1,10018,MANHATTAN,40.751597,-73.984213,Midtown-Midtown South,45 WEST 38 STREET
1008400026,1,10018,MANHATTAN,40.751424,-73.983798,Midtown-Midtown South,27 WEST 38 STREET
1008400030,1,10018,MANHATTAN,40.751344,-73.983614,Midtown-Midtown South,19 WEST 38 STREET
1008400081,1,10018,MANHATTAN,40.75233,-73.984076,Midtown-Midtown South,58 WEST 39 STREET
1008410071,1,10018,MANHATTAN,40.753046000000005,-73.983859,Midtown-Midtown South,38 WEST 40 STREET
1008411001,1,10018,MANHATTAN,40.752505,-73.982574,Midtown-Midtown South,16 WEST 40TH STREET
1008430022,1,10003,MANHATTAN,40.736139,-73.99104399999999,Hudson Yards-Chelsea-Flatiron-Union Square,21 UNION SQUARE
1008480014,1,10003,MANHATTAN,40.738865000000004,-73.98986,Hudson Yards-Chelsea-Flatiron-Union Square,893 BROADWAY
1008530001,1,10010,MANHATTAN,40.740909,-73.98794699999999,Hudson Yards-Chelsea-Flatiron-Union Square,1 MADISON AVENUE
1008570007,1,10016,MANHATTAN,40.743843,-73.987196,Hudson Yards-Chelsea-Flatiron-Union Square,7 EAST 27 STREET
1008570017,1,10016,MANHATTAN,40.743487,-73.986088,Hudson Yards-Chelsea-Flatiron-Union Square,62 MADISON AVENUE
1008580017,1,10016,MANHATTAN,40.744269,-73.985518,Midtown-Midtown South,86 MADISON AVENUE
1008580045,1,10016,MANHATTAN,40.743805,-73.983739,Midtown-Midtown South,420 PARK AVENUE SOUTH
1008581201,1,10005,MANHATTAN,40.744721999999996,-73.985489,Midtown-Midtown South,22 EAST 29TH STREET
1008590026,1,10016,MANHATTAN,40.745111,-73.984503,Midtown-Midtown South,30 EAST 30 STREET
1008590075,1,10016,MANHATTAN,40.745512,-73.985449,Midtown-Midtown South,16 EAST 30 STREET
1008600037,1,10016,MANHATTAN,40.744704999999996,-73.983082,Midtown-Midtown South,444 PARK AVENUE SOUTH
1008600061,1,10016,MANHATTAN,40.745693,-73.984453,Midtown-Midtown South,129 MADISON AVENUE
1008600071,1,10016,MANHATTAN,40.746083,-73.984897,Midtown-Midtown South,18 EAST 31 STREET
1008600074,1,10016,MANHATTAN,40.746212,-73.985203,Midtown-Midtown South,12 EAST 31 STREET
1008610010,1,10016,MANHATTAN,40.746206,-73.98514200000001,Midtown-Midtown South,11 EAST 31 STREET
1008610052,1,10016,MANHATTAN,40.746324,-73.98355,Midtown-Midtown South,34 EAST 32 STREET
1008610054,1,10016,MANHATTAN,40.746334999999995,-73.983579,Midtown-Midtown South,32 EAST 32 STREET
1008610066,1,10016,MANHATTAN,40.746786,-73.984651,Midtown-Midtown South,14 EAST 32 STREET
1008620028,1,10016,MANHATTAN,40.746327,-73.983514,Midtown-Midtown South,35 EAST 32 STREET
