,Name,Rating,Review Count,Street Address,Zip Code,Url,Latitude,Longitude
0,Vite Vinosteria,4.5,575,31-05 34th St,11106,https://www.yelp.com/biz/vite-vinosteria-astoria?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7629734277725,-73.92119564116
1,Sushi Ryusei,4.5,98,216 E 39th St,10016,https://www.yelp.com/biz/sushi-ryusei-new-york-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.74845,-73.97513
2,Bruno's Ristorante,4.5,222,158-22A Crossbay Blvd,11414,https://www.yelp.com/biz/brunos-ristorante-howard-beach?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.6595993041992,-73.8433990478516
3,La Pulperia Hell's Kitchen,4.0,786,371 W 46th St,10036,https://www.yelp.com/biz/la-pulperia-hells-kitchen-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7609037798437,-73.9905203491259
4,nonono,4.0,743,118 Madison Ave,10016,https://www.yelp.com/biz/nonono-new-york-6?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.74545,-73.98499
5,Sushi Lab,4.5,249,132 W 47th St,10036,https://www.yelp.com/biz/sushi-lab-new-york-5?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.758417,-73.983301
6,Spring Shabu-Shabu,4.0,1161,136-20 38th Ave,11354,https://www.yelp.com/biz/spring-shabu-shabu-flushing-6?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7609527071872,-73.8295773245369
7,Cypress Inn,4.5,118,1702 Stanhope St,11385,https://www.yelp.com/biz/cypress-inn-ridgewood?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.705554,-73.915183
8,Sushi Zo | New York,4.5,92,88 W 3rd St,10012,https://www.yelp.com/biz/sushi-zo-new-york-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7297821044922,-73.9992218017578
9,Brookside Market,4.5,92,43-15 Queens Blvd,11104,https://www.yelp.com/biz/brookside-market-sunnyside?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7437641,-73.9208344
10,The Cast Iron Pot,4.0,721,356 Bergen Blvd,07022,https://www.yelp.com/biz/the-cast-iron-pot-fairview-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.82128,-73.99911
11,Norma's Corner Shoppe,4.5,277,59-02 Catalpa Ave,11385,https://www.yelp.com/biz/normas-corner-shoppe-ridgewood-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.70224,-73.90075
12,C Greto's Modern Italian,4.5,80,132 Park Ave,07073,https://www.yelp.com/biz/c-gretos-modern-italian-east-rutherford-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.8324467006293,-74.097114248945
13,Raku it's Japanese,5.0,48,212 East 52nd St,10022,https://www.yelp.com/biz/raku-its-japanese-new-york-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.756591,-73.969306
14,Pierre Loti Midtown,4.5,316,300 E 52nd St,10022,https://www.yelp.com/biz/pierre-loti-midtown-new-york-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7558717456695,-73.9673550550069
15,Ix Restaurant,4.5,140,43 Lincoln Rd,11225,https://www.yelp.com/biz/ix-restaurant-brooklyn-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.6609148441096,-73.9613892462263
16,Ringolevio,4.5,279,490 Humboldt St,11222,https://www.yelp.com/biz/ringolevio-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.71907,-73.94337
17,Dive 106,4.5,53,938 Amsterdam Ave,10025,https://www.yelp.com/biz/dive-106-new-york-4?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.80078,-73.96587
18,Poketeria,4.5,323,3 E 36th St,10016,https://www.yelp.com/biz/poketeria-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7496948,-73.9831894
19,Le French Diner,4.5,119,188 Orchard St,10002,https://www.yelp.com/biz/le-french-diner-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7218274586187,-73.9879689992204
20,Katsune Donkatsu Cafe,4.5,99,1400 Anderson Ave,07024,https://www.yelp.com/biz/katsune-donkatsu-cafe-fort-lee?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.84542,-73.97846
21,Menya Sandaime,4.0,771,1638 Parker Ave,07024,https://www.yelp.com/biz/menya-sandaime-fort-lee?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.849738,-73.9677057
22,Sakagura,4.0,1781,211 E 43rd St,10017,https://www.yelp.com/biz/sakagura-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7516467024541,-73.9729489318165
23,Hot Potato House,4.5,156,109 Oriental Blvd,11235,https://www.yelp.com/biz/hot-potato-house-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.5770903848785,-73.9526605958191
24,Chela & Garnacha,4.5,382,33-09 36th Ave,11106,https://www.yelp.com/biz/chela-and-garnacha-astoria?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7557171543477,-73.927811292412
25,The Ryerson,4.5,61,698 Nostrand Ave,11216,https://www.yelp.com/biz/the-ryerson-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.67478,-73.95018
26,Roy's Fish Market,4.5,164,1138 1st Ave,10065,https://www.yelp.com/biz/roys-fish-market-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7617347309091,-73.9604171678531
27,Vetro Restaurant & Lounge,4.5,292,164-49 Crossbay Blvd,11414,https://www.yelp.com/biz/vetro-restaurant-and-lounge-howard-beach-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.649382,-73.837154
28,Umami Sushi,4.5,134,50 Greenwich Ave,10011,https://www.yelp.com/biz/umami-sushi-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.73571,-74.00044
