,Name,Rating,Review Count,Street Address,Zip Code,Url,Latitude,Longitude
0,Sergimmo Salumeria,4.0,676,456 9th Ave,10018,https://www.yelp.com/biz/sergimmo-salumeria-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.754296,-73.995498
1,Yoon Haeundae Galbi,4.5,426,8 W 36th St,10018,https://www.yelp.com/biz/yoon-haeundae-galbi-new-york-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.749866,-73.984441
2,GUPJI,4.5,91,149-11A 41st Ave,11355,https://www.yelp.com/biz/gupji-flushing?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.75945,-73.82558
3,Pink Moose,4.5,150,1070 1st Ave,10022,https://www.yelp.com/biz/pink-moose-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.75911,-73.96212
4,Aji Sushi House,4.5,446,3606 Ditmars Blvd,11105,https://www.yelp.com/biz/aji-sushi-house-astoria?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7742004394531,-73.9079513549805
5,Rice Noodle Cart,4.5,150,153 Centre St,10013,https://www.yelp.com/biz/rice-noodle-cart-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.717931,-74.000283
6,5ive Spice,4.0,651,52 5th Ave,11217,https://www.yelp.com/biz/5ive-spice-brooklyn-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.681442,-73.977241
7,Vesta,4.0,686,21-02 30th Ave,11102,https://www.yelp.com/biz/vesta-astoria?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.76961,-73.92776
8,Voula,4.5,98,9 Jones St,10014,https://www.yelp.com/biz/voula-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.73235,-74.00222
9,Maiella,4.0,922,4610 Center Blvd,11109,https://www.yelp.com/biz/maiella-long-island-city?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7470416595732,-73.956579002435
10,212 Burgers,4.5,105,252 Prospect Park W,11215,https://www.yelp.com/biz/212-burgers-brooklyn-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.659118333958,-73.9816275578599
11,Ela Taverna,4.5,203,2619 23rd Ave,11105,https://www.yelp.com/biz/ela-taverna-astoria?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.776282,-73.915126
12,Harlem Blues Cafe,4.5,98,2144 Fifth Ave,10037,https://www.yelp.com/biz/harlem-blues-cafe-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.81054,-73.93961
13,B&B Restaurant Corporation,4.5,147,165 West 26th St,10001,https://www.yelp.com/biz/b-and-b-restaurant-corporation-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7459112,-73.9936086
14,Scarpetta,4.0,1902,88 Madison Ave,10016,https://www.yelp.com/biz/scarpetta-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.744509,-73.9856
15,Zest Sushi,4.0,831,249 Broome St,10002,https://www.yelp.com/biz/zest-sushi-new-york-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7178344726563,-73.9899597167969
16,La Casa,4.5,200,54 Newark St,07030,https://www.yelp.com/biz/la-casa-hoboken?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.73689,-74.0301
17,Max Bratwurst und Bier,4.5,375,4702 30th Ave,11103,https://www.yelp.com/biz/max-bratwurst-und-bier-astoria?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7612453874006,-73.9094611979998
18,Dario's Restaurant,4.5,191,20 Academy St,07102,https://www.yelp.com/biz/darios-restaurant-newark?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7373619,-74.1725513
19,Casellula,4.0,907,401 W 52nd St,10019,https://www.yelp.com/biz/casellula-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.76499,-73.98835
20,Jongro BBQ,4.0,1955,22 W 32nd St,10001,https://www.yelp.com/biz/jongro-bbq-new-york-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.747514,-73.986884
21,Taim Mobile Falafel & Smoothie Truck,4.5,148,"New York, NY 10014",10014,https://www.yelp.com/biz/taim-mobile-falafel-and-smoothie-truck-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7345542907715,-74.0062103271484
22,C&B,4.5,210,178 E 7th St,10009,https://www.yelp.com/biz/c-and-b-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7252271901335,-73.9816302970189
23,Parlay,4.5,400,4024 8th Ave,11232,https://www.yelp.com/biz/parlay-sunset-park?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.6464,-73.99862
24,Risotteria Melotti NYC,4.5,319,309 E 5th St,10003,https://www.yelp.com/biz/risotteria-melotti-nyc-new-york-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.726673363853,-73.9880919456482
25,Misirizzi,4.5,140,36 E 4th St,10003,https://www.yelp.com/biz/misirizzi-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7272,-73.99228
26,L'Atelier de Joël Robuchon,4.5,140,85 10th Ave,10011,https://www.yelp.com/biz/l-atelier-de-jo%C3%ABl-robuchon-new-york-5?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.743052,-74.007872
27,Saigon Vietnamese Sandwich Deli,4.0,628,369 Broome St,10013,https://www.yelp.com/biz/saigon-vietnamese-sandwich-deli-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7199582,-73.9958631
28,Villa Brazil Cafe Grill,4.5,331,43-16 34th Ave,11101,https://www.yelp.com/biz/villa-brazil-cafe-grill-astoria?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7552896059395,-73.9180071651936
29,Lali Restaurant,4.5,161,630 10th Ave,10036,https://www.yelp.com/biz/lali-restaurant-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.76128,-73.993919
30,Juicology Kitchen,4.5,245,115 West 30th St,10001,https://www.yelp.com/biz/juicology-kitchen-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.747727,-73.990384
31,Pure Thai Cookhouse,4.0,2528,766 9th Ave,10019,https://www.yelp.com/biz/pure-thai-cookhouse-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.764291,-73.988159
