,Name,Rating,Review Count,Street Address,Zip Code,Url,Latitude,Longitude
0,Tops Diner,4.5,2890,500 Passaic Ave,07029,https://www.yelp.com/biz/tops-diner-east-newark?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.750608,-74.163974
1,The Seafire Grill,4.5,1278,158 E 48th St,10017,https://www.yelp.com/biz/the-seafire-grill-new-york-4?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7547012104496,-73.972255513072
2,Sama Street,5.0,92,988 Manhattan Ave,11222,https://www.yelp.com/biz/sama-street-brooklyn-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7328843,-73.9545232327229
3,Divya's Kitchen,4.5,372,25 1st Ave,10003,https://www.yelp.com/biz/divyas-kitchen-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.72378,-73.98849
4,Pisillo Italian Panini - Chelsea,5.0,65,124 W 25th St,10001,https://www.yelp.com/biz/pisillo-italian-panini-chelsea-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.74455,-73.99299
5,Wich- One,4.5,144,529 Anderson Ave,07010,https://www.yelp.com/biz/wich-one-cliffside-park?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.82267,-73.99023
6,Sabor Unido,4.5,306,77 Jefferson St,07105,https://www.yelp.com/biz/sabor-unido-newark?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.730542,-74.161155
7,Club A Steakhouse,4.5,2783,240 E 58th St,10022,https://www.yelp.com/biz/club-a-steakhouse-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.76006,-73.96557
8,Simple NYC,4.5,332,109 Eldridge St,10002,https://www.yelp.com/biz/simple-nyc-new-york-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.71821,-73.99223
9,Amaranto Mexican Restaurant,4.5,346,887 Hart St,11237,https://www.yelp.com/biz/amaranto-mexican-restaurant-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.703111,-73.921892
10,Ceremonia Bakeshop,5.0,66,743 Driggs Ave,11211,https://www.yelp.com/biz/ceremonia-bakeshop-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7125,-73.96056
11,Upstate Craft Beer & Oyster Bar,4.5,1849,95 1st Ave,10003,https://www.yelp.com/biz/upstate-craft-beer-and-oyster-bar-new-york-4?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.726373,-73.986557
12,Yumpling,4.5,114,"New York, NY 10020",10020,https://www.yelp.com/biz/yumpling-new-york-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7602691650391,-73.9801940917969
13,Bistro Eloise,4.5,146,75-57 31st Ave,11370,https://www.yelp.com/biz/bistro-eloise-east-elmhurst?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7587335,-73.8920429
