,Name,Rating,Review Count,Street Address,Zip Code,Url,Latitude,Longitude
0,Mottley Kitchen,4.5,91,402 E 140th St,10454,https://www.yelp.com/biz/mottley-kitchen-bronx-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.8100856240886,-73.9216868293002
1,Mellow Yellow,4.5,287,1729 1st Av,10128,https://www.yelp.com/biz/mellow-yellow-new-york-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.77929,-73.94785
2,Very Fresh Noodles,4.5,998,409 W 15th St,10011,https://www.yelp.com/biz/very-fresh-noodles-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.74207,-74.00565
3,KanaHashi,4.5,115,981 Manhattan Ave,11222,https://www.yelp.com/biz/kanahashi-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.73263,-73.95482
4,Unico,4.5,69,156 Sullivan St,10012,https://www.yelp.com/biz/unico-new-york-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.727432727201,-74.0017168981476
5,Samba Kitchen,4.5,449,661 9th Ave,10036,https://www.yelp.com/biz/samba-kitchen-new-york-5?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.76095,-73.99115
6,The Greek,4.5,485,458 Greenwich St,10013,https://www.yelp.com/biz/the-greek-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7237145,-74.0096166
7,Black Rail Coffee,4.5,118,800 Jackson St,07030,https://www.yelp.com/biz/black-rail-coffee-hoboken?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7489734210556,-74.0382397546422
8,Da Raffaele,4.5,165,883 First Ave,10022,https://www.yelp.com/biz/da-raffaele-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7535386913133,-73.9666010811925
9,Kabob On The Cliff,4.5,121,66 Park Ave,07070,https://www.yelp.com/biz/kabob-on-the-cliff-rutherford?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.82777,-74.10371
10,Appetizzio's Italian Specialties & World Market,5.0,60,5 Ridge Rd,07071,https://www.yelp.com/biz/appetizzios-italian-specialties-and-world-market-lyndhurst?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.8156574,-74.1136625
11,Caledonia Bar,4.5,254,1609 2nd Ave,10028,https://www.yelp.com/biz/caledonia-bar-new-york-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.776327,-73.953213
12,Spice Kitchen,4.5,194,71-04 Grand Ave,11378,https://www.yelp.com/biz/spice-kitchen-maspeth?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.72766,-73.89191
13,Mama's Noodle House,4.5,89,1782 Bay Ridge Ave,11204,https://www.yelp.com/biz/mamas-noodle-house-brooklyn-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.6168614546041,-73.9930436387658
14,Chama Mama,4.5,279,149 W 14th St,10011,https://www.yelp.com/biz/chama-mama-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7384,-73.99892
15,Lucali,4.5,1577,575 Henry St,11231,https://www.yelp.com/biz/lucali-brooklyn-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.6818,-74.00024
16,Pylos,4.5,1123,128 E 7th St,10009,https://www.yelp.com/biz/pylos-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.72608,-73.98415
17,Porto By Antonio - Wood Burning Pizza & Pasta,4.5,719,8921 Old River Rd,07047,https://www.yelp.com/biz/porto-by-antonio-wood-burning-pizza-and-pasta-north-bergen?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.8048834508642,-73.9934416639218
18,Trattoria La Sorrentina,4.5,544,7831 Bergenline Ave,07047,https://www.yelp.com/biz/trattoria-la-sorrentina-north-bergen?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.80174,-74.00698
19,Mamoun's Falafel,4.0,2389,119 MacDougal St,10012,https://www.yelp.com/biz/mamouns-falafel-new-york-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7302874,-74.0004383
20,Banyan Cafe,4.5,151,110 Bright St,07302,https://www.yelp.com/biz/banyan-cafe-jersey-city-5?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.717937,-74.050175
21,Sweet Moment,4.5,832,106 Mott St,10013,https://www.yelp.com/biz/sweet-moment-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.71763,-73.99714
22,Hudson Kebab House,4.5,167,5402 Park Ave,07093,https://www.yelp.com/biz/hudson-kebab-house-west-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.78216,-74.01208
23,Johny's Luncheonette,4.5,969,124 W 25th St,10001,https://www.yelp.com/biz/johnys-luncheonette-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7444458007812,-73.9930725097656
24,Safari Restaurant NYC,4.5,196,219 W 116th St,10026,https://www.yelp.com/biz/safari-restaurant-nyc-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.80381,-73.9535
25,Benemon,4.5,558,108 E 4th St,10003,https://www.yelp.com/biz/benemon-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.72551,-73.98838
26,Atoboy,4.5,364,43 E 28th St,10016,https://www.yelp.com/biz/atoboy-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.74364,-73.98456
27,The Winslow Gin House And Eatery,4.5,535,243 E 14th St,10003,https://www.yelp.com/biz/the-winslow-gin-house-and-eatery-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7327766418457,-73.9852142333984
28,Würstbar,4.5,343,516 Jersey Ave,07302,https://www.yelp.com/biz/w%C3%BCrstbar-jersey-city?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.72038,-74.04648
29,Cucina Fresca,4.5,90,2110 Richmond Rd,10306,https://www.yelp.com/biz/cucina-fresca-staten-island-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.581292,-74.111488
30,Red Peony Chinese Cuisine,4.5,259,24 W 56th St,10019,https://www.yelp.com/biz/red-peony-chinese-cuisine-new-york-4?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.76278,-73.97589
31,The Fire Pit Grill,4.5,126,9 Mt Vernon,07660,https://www.yelp.com/biz/the-fire-pit-grill-ridgefield-park?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.85698,-74.02749
32,Gomi Korean Wine Bar,4.5,129,186 Ave A,10009,https://www.yelp.com/biz/gomi-korean-wine-bar-new-york-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.72886,-73.9813
33,Lion Lion,4.5,85,332 E 116th St,10029,https://www.yelp.com/biz/lion-lion-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.7962659,-73.9365906
34,Natural Blend,4.5,188,769A Washington Ave,11238,https://www.yelp.com/biz/natural-blend-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.6738776,-73.9628763
35,Petite Boucherie,4.5,135,14 Christopher St,10014,https://www.yelp.com/biz/petite-boucherie-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.73382,-74.00042
36,Cardoncello DiVino,4.5,101,43 W 27th St,10001,https://www.yelp.com/biz/cardoncello-divino-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ,40.74519,-73.98985
